shareholder,type,holding_date,pct_of_shares,shares_amount,change,turnover,symbol,company_name,industry,close_price_amount,close_price_currency,shares_value
Thong (Kwok Kheong),Individual Investor,23 May 2022,0.6304%,3300000.0,0,-,5UL,Atlantic Nav (5UL),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.31,SGD ,1023000.0
Wang (Xiaoling),Individual Investor,21 Nov 2022,9.2518%,157373000.0,"157,373,000",-,5UN,Sincap (5UN),"Energy - Fossil Fuels, Coal",0.005,SGD ,786865.0
Chen (Jianming),Individual Investor,21 Nov 2022,5.1477%,87562500.0,"87,562,500",-,5UN,Sincap (5UN),"Energy - Fossil Fuels, Coal",0.005,SGD ,437812.5
Huang (Qingquan),Individual Investor,21 Nov 2022,5.1477%,87562500.0,"87,562,500",-,5UN,Sincap (5UN),"Energy - Fossil Fuels, Coal",0.005,SGD ,437812.5
Sze (Wai Bun Raymond),Individual Investor,21 Nov 2022,5.1477%,87562500.0,"87,562,500",-,5UN,Sincap (5UN),"Energy - Fossil Fuels, Coal",0.005,SGD ,437812.5
Wee (Chew Yin),Individual Investor,21 Nov 2022,1.1915%,20267700.0,"20,267,700",-,5UN,Sincap (5UN),"Energy - Fossil Fuels, Coal",0.005,SGD ,101338.5
Xiang Investment Ltd.,Corporation,14 Oct 2022,63.8314%,166600000.0,0,-,5UO,Sysma (5UO),"Industrial & Commercial Services, Construction & Engineering",0.168,SGD ,27988800.0
Ang (Seng Heng),Individual Investor,14 Oct 2022,5.9004%,15400000.0,0,-,5UO,Sysma (5UO),"Industrial & Commercial Services, Construction & Engineering",0.168,SGD ,2587200.0
Loi (Win Yen),Individual Investor,14 Oct 2022,4.0230%,10500000.0,0,-,5UO,Sysma (5UO),"Industrial & Commercial Services, Construction & Engineering",0.168,SGD ,1764000.0
Sin (Ee Wuen),Individual Investor,14 Oct 2022,3.3347%,8703500.0,0,-,5UO,Sysma (5UO),"Industrial & Commercial Services, Construction & Engineering",0.168,SGD ,1462188.0
Koh (May Leng),Individual Investor,14 Oct 2022,0.7662%,1999900.0,"100,000",-,5UO,Sysma (5UO),"Industrial & Commercial Services, Construction & Engineering",0.168,SGD ,335983.2
Ching (Chiat Kwong),Individual Investor,05 May 2023,43.0965%,1862738368.0,"20,000,000",LOW,5UX,Oxley (5UX),"Real Estate, Real Estate Development & Operations",0.126,SGD ,234705034.368
Low (See Ching),Individual Investor,02 Feb 2023,28.0780%,1213600455.0,"20,852,241",LOW,5UX,Oxley (5UX),"Real Estate, Real Estate Development & Operations",0.126,SGD ,152913657.33
Tee (Wee Sien),Individual Investor,15 Sep 2022,10.9178%,471896172.0,0,LOW,5UX,Oxley (5UX),"Real Estate, Real Estate Development & Operations",0.126,SGD ,59458917.672
Tan (Yong Hoa),Individual Investor,15 Sep 2022,0.9175%,39654697.0,"517,415",-,5UX,Oxley (5UX),"Real Estate, Real Estate Development & Operations",0.126,SGD ,4996491.822
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,31 May 2023,0.3838%,16587581.0,0,LOW,5UX,Oxley (5UX),"Real Estate, Real Estate Development & Operations",0.126,SGD ,2090035.206
Koh (Hooi Yu),Individual Investor,31 Mar 2022,34.1362%,33863100.0,0,-,5VC,Kori (5VC/KORI.SI),"Industrial & Commercial Services, Construction & Engineering",0.165,SGD ,5587411.5
Keong Hong Holdings Ltd.,Corporation,31 Mar 2022,15.1210%,15000000.0,0,-,5VC,Kori (5VC/KORI.SI),"Industrial & Commercial Services, Construction & Engineering",0.165,SGD ,2475000.0
Foo (Tiang Ann),Individual Investor,07 Apr 2022,10.9602%,10872500.0,"-3,000,000",-,5VC,Kori (5VC/KORI.SI),"Industrial & Commercial Services, Construction & Engineering",0.165,SGD ,1793962.5
Nobuaki (Kori),Individual Investor,31 Mar 2022,6.6452%,6592000.0,0,-,5VC,Kori (5VC/KORI.SI),"Industrial & Commercial Services, Construction & Engineering",0.165,SGD ,1087680.0
Tan (Tin Nam),Individual Investor,31 Mar 2022,2.4617%,2442000.0,0,-,5VC,Kori (5VC/KORI.SI),"Industrial & Commercial Services, Construction & Engineering",0.165,SGD ,402930.0
Yi Investment Pte. Ltd.,Corporation,19 Dec 2022,40.9794%,144930080.0,0,-,5VI,Boldtek (5VI),"Real Estate, Real Estate Development & Operations",0.035,SGD ,5072552.800000001
Twinkle Investment Pte Ltd,Corporation,19 Dec 2022,6.8939%,24381280.0,0,LOW,5VI,Boldtek (5VI),"Real Estate, Real Estate Development & Operations",0.035,SGD ,853344.8
Ong (Siew Eng),Individual Investor,19 Dec 2022,6.7289%,23797760.0,0,-,5VI,Boldtek (5VI),"Real Estate, Real Estate Development & Operations",0.035,SGD ,832921.6000000001
Phua (Lam Soon),Individual Investor,19 Dec 2022,6.6511%,23522560.0,0,-,5VI,Boldtek (5VI),"Real Estate, Real Estate Development & Operations",0.035,SGD ,823289.6000000001
AP21 Holdings Pte Ltd,Corporation,19 Dec 2022,2.8275%,10000000.0,"10,000,000",-,5VI,Boldtek (5VI),"Real Estate, Real Estate Development & Operations",0.035,SGD ,350000.00000000006
"China Hainan Rubber Industry Group Co., Ltd.",Corporation,24 Apr 2023,68.1033%,1086256025.0,"512,051,726",MED,5VJ,Halcyon Agri (5VJ/HALC.SI),"Automobiles & Auto Parts, Tires & Rubber Products",0.41,SGD ,445364970.25
Sinochem International Corp,Corporation,03 Feb 2023,29.1983%,465716356.0,0,-,5VJ,Halcyon Agri (5VJ/HALC.SI),"Automobiles & Auto Parts, Tires & Rubber Products",0.41,SGD ,190943705.95999998
GMG Holding (HK) Ltd,Corporation,24 Mar 2023,4.5719%,72922374.0,0,-,5VJ,Halcyon Agri (5VJ/HALC.SI),"Automobiles & Auto Parts, Tires & Rubber Products",0.41,SGD ,29898173.34
Mitsubishi UFJ Financial Group Inc,Holding Company,14 Feb 2023,3.6055%,57508754.0,"-27,375,600",LOW,5VJ,Halcyon Agri (5VJ/HALC.SI),"Automobiles & Auto Parts, Tires & Rubber Products",0.41,SGD ,23578589.139999997
Altara Ventures Pte. Ltd.,Private Equity,22 Mar 2022,3.2915%,52500000.0,0,-,5VJ,Halcyon Agri (5VJ/HALC.SI),"Automobiles & Auto Parts, Tires & Rubber Products",0.41,SGD ,21525000.0
D'Oasis Pte. Ltd.,Corporation,24 Nov 2022,79.0179%,88500000.0,0,-,5VP,GDS Global (5VP),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.04,SGD ,3540000.0
Lim (Teck Chuan),Individual Investor,24 Nov 2022,1.3063%,1463000.0,0,-,5VP,GDS Global (5VP),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.04,SGD ,58520.0
Siah (Iek Hoi),Individual Investor,24 Nov 2022,0.4464%,500000.0,0,-,5VP,GDS Global (5VP),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.04,SGD ,20000.0
Lee (Pei Fang),Individual Investor,24 Nov 2022,0.4446%,498000.0,0,-,5VP,GDS Global (5VP),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.04,SGD ,19920.0
Ong (Keow Hiong),Individual Investor,24 Nov 2022,0.3571%,400000.0,0,-,5VP,GDS Global (5VP),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.04,SGD ,16000.0
Hap Seng Investment Holdings Pte. Ltd.,Corporation,28 Feb 2022,50.8164%,218790000.0,0,-,5VS,Hafary (5VS),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.26,SGD ,56885400.0
Low (See Ching),Individual Investor,30 May 2022,25.4436%,109547280.0,"75,000",LOW,5VS,Hafary (5VS),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.26,SGD ,28482292.8
Low (Kok Ann),Individual Investor,28 Feb 2022,8.5582%,36847403.0,0,-,5VS,Hafary (5VS),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.26,SGD ,9580324.780000001
Low (Bee Lan Audrey),Individual Investor,28 Feb 2022,5.1408%,22133857.0,0,-,5VS,Hafary (5VS),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.26,SGD ,5754802.82
Phoon (Waie Kuan),Individual Investor,28 Feb 2022,0.5332%,2295480.0,0,-,5VS,Hafary (5VS),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.26,SGD ,596824.8
OUE Ltd,Corporation,17 Mar 2023,70.3630%,3126316752.0,0,LOW,5WA,OUE Healthcare (5WA),"Healthcare Services, Healthcare Facilities & Services",0.026,SGD ,81284235.552
Browny Healthcare Pte Ltd,Corporation,17 Mar 2023,19.3200%,858412248.0,0,LOW,5WA,OUE Healthcare (5WA),"Healthcare Services, Healthcare Facilities & Services",0.026,SGD ,22318718.448
Enterprise Fund II Ltd.,Corporation,17 Mar 2023,1.0930%,48564300.0,"-8,282,800",LOW,5WA,OUE Healthcare (5WA),"Healthcare Services, Healthcare Facilities & Services",0.026,SGD ,1262671.8
Goi (Seng Hui Sam),Individual Investor,17 Mar 2023,0.9163%,40713200.0,0,LOW,5WA,OUE Healthcare (5WA),"Healthcare Services, Healthcare Facilities & Services",0.026,SGD ,1058543.2
Lim (Chap Huat),Individual Investor,17 Mar 2023,0.4170%,18525756.0,"-5,280,000",LOW,5WA,OUE Healthcare (5WA),"Healthcare Services, Healthcare Facilities & Services",0.026,SGD ,481669.65599999996
ADD Investment Holding Pte. Ltd.,Corporation,26 Sep 2022,34.4334%,119954406.0,0,-,5WF,ISOTeam (5WF/ISOT.SI),"Industrial & Commercial Services, Construction & Engineering",0.056,SGD ,6717446.7360000005
Taisei Oncho Co Ltd,Corporation,26 Sep 2022,17.9409%,62500000.0,0,LOW,5WF,ISOTeam (5WF/ISOT.SI),"Industrial & Commercial Services, Construction & Engineering",0.056,SGD ,3500000.0
"Nippon Paint (Singapore) Co., Pte. Ltd.",Corporation,26 Sep 2022,4.5632%,15896556.0,0,-,5WF,ISOTeam (5WF/ISOT.SI),"Industrial & Commercial Services, Construction & Engineering",0.056,SGD ,890207.136
Foo (Joon Lye Danny),Individual Investor,26 Sep 2022,2.2051%,7682000.0,0,-,5WF,ISOTeam (5WF/ISOT.SI),"Industrial & Commercial Services, Construction & Engineering",0.056,SGD ,430192.0
Koh (Thong Huat Anthony),Individual Investor,26 Sep 2022,2.2051%,7682000.0,0,-,5WF,ISOTeam (5WF/ISOT.SI),"Industrial & Commercial Services, Construction & Engineering",0.056,SGD ,430192.0
QKE Holdings Pte. Ltd.,Corporation,30 Jun 2022,79.0268%,122491500.0,0,-,5WG,SingaporeKitchen (5WG),"Cyclical Consumer Products, Appliances, Tools & Housewares",0.059,SGD ,7226998.5
Sirius Venture Capital Pte. Ltd.,Venture Capital,30 Jun 2022,4.3294%,6710500.0,0,-,5WG,SingaporeKitchen (5WG),"Cyclical Consumer Products, Appliances, Tools & Housewares",0.059,SGD ,395919.5
Neo Group Ltd.,Corporation,30 Jun 2022,2.9032%,4500000.0,0,-,5WG,SingaporeKitchen (5WG),"Cyclical Consumer Products, Appliances, Tools & Housewares",0.059,SGD ,265500.0
Poon (Wai),Individual Investor,30 Jun 2022,1.6129%,2500000.0,0,-,5WG,SingaporeKitchen (5WG),"Cyclical Consumer Products, Appliances, Tools & Housewares",0.059,SGD ,147500.0
Chua (Chwee Choo Sally),Individual Investor,30 Jun 2022,0.6419%,995000.0,0,-,5WG,SingaporeKitchen (5WG),"Cyclical Consumer Products, Appliances, Tools & Housewares",0.059,SGD ,58705.0
Limea Ltd.,Corporation,13 Mar 2023,34.3609%,452020422.0,0,LOW,5WH,Rex Intl (5WH/REXI.SI),"Energy - Fossil Fuels, Oil & Gas Exploration and Productio",0.151,SGD ,68255083.722
Kjellesvik (Svein Helge),Individual Investor,13 Mar 2023,5.9365%,78095538.0,0,LOW,5WH,Rex Intl (5WH/REXI.SI),"Energy - Fossil Fuels, Oil & Gas Exploration and Productio",0.151,SGD ,11792426.238
iFAST Financial Pte. Ltd.,Corporation,13 Mar 2023,1.1702%,15393700.0,"8,198,500",LOW,5WH,Rex Intl (5WH/REXI.SI),"Energy - Fossil Fuels, Oil & Gas Exploration and Productio",0.151,SGD ,2324448.6999999997
Lidgren (Maans Nicklas),Individual Investor,13 Mar 2023,1.0826%,14241464.0,0,LOW,5WH,Rex Intl (5WH/REXI.SI),"Energy - Fossil Fuels, Oil & Gas Exploration and Productio",0.151,SGD ,2150461.064
Brostrom (Dan),Individual Investor,13 Mar 2023,0.8594%,11306075.0,0,-,5WH,Rex Intl (5WH/REXI.SI),"Energy - Fossil Fuels, Oil & Gas Exploration and Productio",0.151,SGD ,1707217.325
Money Farm Pte. Ltd.,Corporation,20 Jun 2022,61.0168%,269846835.0,"415,800",-,5WJ,MoneyMax Fin (5WJ),"Retailers, Apparel & Accessories Retailers",0.22,SGD ,59366303.7
Lim (Yong Guan),Individual Investor,20 Jun 2022,12.5410%,55462500.0,0,LOW,5WJ,MoneyMax Fin (5WJ),"Retailers, Apparel & Accessories Retailers",0.22,SGD ,12201750.0
Lim (Yong Sheng),Individual Investor,20 Jun 2022,10.8197%,47850000.0,0,LOW,5WJ,MoneyMax Fin (5WJ),"Retailers, Apparel & Accessories Retailers",0.22,SGD ,10527000.0
Lim (Liang Eng),Individual Investor,20 Jun 2022,1.2295%,5437500.0,0,-,5WJ,MoneyMax Fin (5WJ),"Retailers, Apparel & Accessories Retailers",0.22,SGD ,1196250.0
Tan (Yang Hong),Individual Investor,20 Jun 2022,0.8950%,3958335.0,0,-,5WJ,MoneyMax Fin (5WJ),"Retailers, Apparel & Accessories Retailers",0.22,SGD ,870833.7
Astute Ventures Pte. Ltd.,Corporation,15 Mar 2022,26.1773%,270025455.0,0,-,5WV,AsiaPhos (5WV),"Chemicals, Agricultural Chemicals",0.011,SGD ,2970280.005
Fica (Pte) Ltd,Corporation,15 Mar 2022,22.3605%,230653636.0,0,-,5WV,AsiaPhos (5WV),"Chemicals, Agricultural Chemicals",0.011,SGD ,2537189.996
Luo (Yong),Individual Investor,15 Mar 2022,6.0375%,62277900.0,0,-,5WV,AsiaPhos (5WV),"Chemicals, Agricultural Chemicals",0.011,SGD ,685056.8999999999
WYY Investment Holdings Pte. Ltd.,Corporation,15 Mar 2022,4.3611%,44985861.0,0,-,5WV,AsiaPhos (5WV),"Chemicals, Agricultural Chemicals",0.011,SGD ,494844.47099999996
Ong (Bee Pheng),Individual Investor,15 Mar 2022,3.2073%,33084041.0,0,-,5WV,AsiaPhos (5WV),"Chemicals, Agricultural Chemicals",0.011,SGD ,363924.451
California Public Employees' Retirement System,Pension Fund,30 Jun 2022,0.1612%,1393400.0,0,LOW,600,Hyflux (600),"Utilities, Water Utilities",0.21,SGD ,292614.0
Florida State Board of Administration,Pension Fund,30 Sep 2022,0.0292%,252200.0,0,LOW,600,Hyflux (600),"Utilities, Water Utilities",0.21,SGD ,52962.0
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,30 Apr 2023,0.0259%,224100.0,0,LOW,600,Hyflux (600),"Utilities, Water Utilities",0.21,SGD ,47061.0
"Dimensional Fund Advisors, Ltd.",Investment Advisor,31 Mar 2023,0.0062%,54000.0,0,LOW,600,Hyflux (600),"Utilities, Water Utilities",0.21,SGD ,11340.0
"The Vanguard Group, Inc.",Investment Advisor/Hedge Fund,30 Jun 2022,0.0000%,,"-11,510,086",LOW,600,Hyflux (600),"Utilities, Water Utilities",0.21,SGD ,
Goh (Kui Lian),Individual Investor,30 Dec 2022,21.0000%,8946000.0,"8,946,000",-,8A1,Forise Int (8A1),"Industrial & Commercial Services, Business Support Services",0.071,SGD ,635166.0
Healing Spring Group Limited,Corporation,14 Jun 2023,11.0000%,4686000.0,0,LOW,8A1,Forise Int (8A1),"Industrial & Commercial Services, Business Support Services",0.071,SGD ,332705.99999999994
Wan (Jinn Woei),Individual Investor,03 Jan 2023,7.5068%,3197900.0,0,LOW,8A1,Forise Int (8A1),"Industrial & Commercial Services, Business Support Services",0.071,SGD ,227050.9
"G&amp;W Investment Management Co., Ltd",Corporation,25 Mar 2022,4.6948%,2000000.0,0,-,8A1,Forise Int (8A1),"Industrial & Commercial Services, Business Support Services",0.071,SGD ,142000.0
Ramesh S O Pritamdas Chandiramani,Individual Investor,25 Mar 2022,3.3568%,1430000.0,"-70,000",LOW,8A1,Forise Int (8A1),"Industrial & Commercial Services, Business Support Services",0.071,SGD ,101529.99999999999
Mun (Hong Yew Michael),Individual Investor,16 Jun 2023,70.1318%,542697600.0,0,LOW,8AZ,Aztech Gbl (8AZ/AZTE.SI),"Industrial Goods, Electrical Components & Equipment",0.705,SGD ,382601808.0
Azventure Investments Pte. Ltd.,Corporation,28 Mar 2022,70.0672%,542197600.0,0,LOW,8AZ,Aztech Gbl (8AZ/AZTE.SI),"Industrial Goods, Electrical Components & Equipment",0.705,SGD ,382249308.0
HSBC Global Asset Management (Hong Kong) Limited,Investment Advisor,31 Dec 2022,1.2297%,9515500.0,"269,100",LOW,8AZ,Aztech Gbl (8AZ/AZTE.SI),"Industrial Goods, Electrical Components & Equipment",0.705,SGD ,6708427.5
Starich Investments Pte. Ltd.,Corporation,28 Mar 2022,0.6108%,4726500.0,"2,726,500",-,8AZ,Aztech Gbl (8AZ/AZTE.SI),"Industrial Goods, Electrical Components & Equipment",0.705,SGD ,3332182.5
iFAST Financial Pte. Ltd.,Corporation,28 Mar 2022,0.4742%,3669282.0,"3,669,282",LOW,8AZ,Aztech Gbl (8AZ/AZTE.SI),"Industrial Goods, Electrical Components & Equipment",0.705,SGD ,2586843.81
Zen UG Pte. Ltd.,Corporation,19 Sep 2022,47.7467%,297855995.0,0,-,8K7,UGHealthcare (8K7),"Healthcare Services, Medical Equipment, Supplies & Distribution",0.148,SGD ,44082687.26
Raydion Direct Global Inc,Corporation,19 Sep 2022,12.3229%,76873127.0,0,-,8K7,UGHealthcare (8K7),"Healthcare Services, Medical Equipment, Supplies & Distribution",0.148,SGD ,11377222.796
Wong (See Keong),Individual Investor,19 Sep 2022,4.7108%,29387243.0,0,-,8K7,UGHealthcare (8K7),"Healthcare Services, Medical Equipment, Supplies & Distribution",0.148,SGD ,4349311.964
Ang (Beng Teck),Individual Investor,19 Sep 2022,1.7868%,11146442.0,"176,734",-,8K7,UGHealthcare (8K7),"Healthcare Services, Medical Equipment, Supplies & Distribution",0.148,SGD ,1649673.416
iFAST Financial Pte. Ltd.,Corporation,19 Sep 2022,1.0027%,6255305.0,"739,570",LOW,8K7,UGHealthcare (8K7),"Healthcare Services, Medical Equipment, Supplies & Distribution",0.148,SGD ,925785.1399999999
Tikehau Investment Management,Investment Advisor,16 Mar 2022,28.7349%,332144083.0,"58,563,281",MED,8U7U,IREIT Global EUR (8U7U),"Real Estate, Commercial REITs",5.0,0.30,1660720415.0
City Strategic Equity Pte Ltd,Corporation,16 Mar 2022,20.7582%,239942191.0,"41,894,793",-,8U7U,IREIT Global EUR (8U7U),"Real Estate, Commercial REITs",5.0,0.30,1199710955.0
Tiku (Arvind),Individual Investor,15 Aug 2022,4.9818%,57583987.0,"-900,000",-,8U7U,IREIT Global EUR (8U7U),"Real Estate, Commercial REITs",5.0,0.30,287919935.0
iFAST Financial Pte. Ltd.,Corporation,16 Mar 2022,0.4551%,5260494.0,"2,587,206",LOW,8U7U,IREIT Global EUR (8U7U),"Real Estate, Commercial REITs",5.0,0.30,26302470.0
IREIT Global Group Pte. Ltd.,Corporation,07 Apr 2022,0.4254%,4917028.0,"1,299,826",-,8U7U,IREIT Global EUR (8U7U),"Real Estate, Commercial REITs",5.0,0.30,24585140.0
Clearbridge Health Ltd.,Corporation,20 Mar 2023,10.2165%,57123300.0,"37,500,000",MED,8YY,Biolidics (8YY),"Healthcare Services, Advanced Medical Equipment & Technology",0.014,SGD ,799726.2000000001
Enterprise Singapore,Government Agency,28 Mar 2022,4.6288%,25880800.0,0,-,8YY,Biolidics (8YY),"Healthcare Services, Advanced Medical Equipment & Technology",0.014,SGD ,362331.2
Song (Tang Yih),Individual Investor,01 Mar 2023,4.3821%,24501500.0,"23,725,700",-,8YY,Biolidics (8YY),"Healthcare Services, Advanced Medical Equipment & Technology",0.014,SGD ,343021.0
Trauwin Pty Ltd.,Corporation,28 Mar 2022,3.4061%,19044600.0,0,-,8YY,Biolidics (8YY),"Healthcare Services, Advanced Medical Equipment & Technology",0.014,SGD ,266624.4
"Mitsubishi UFJ Capital Co., Ltd.",Venture Capital,28 Mar 2022,1.6347%,9139900.0,0,LOW,8YY,Biolidics (8YY),"Healthcare Services, Advanced Medical Equipment & Technology",0.014,SGD ,127958.6
Temasek Holdings Pte. Ltd.,Sovereign Wealth Fund,15 Mar 2023,52.2115%,2716665638.0,0,LOW,9CI,CapitaLandInvest (9CI),"Real Estate, Real Estate Services",3.27,SGD ,8883496636.26
"The Vanguard Group, Inc.",Investment Advisor/Hedge Fund,31 May 2023,1.6486%,85779068.0,"501,200",LOW,9CI,CapitaLandInvest (9CI),"Real Estate, Real Estate Services",3.27,SGD ,280497552.36
"BlackRock Institutional Trust Company, N.A.",Investment Advisor,31 May 2023,1.0387%,54046988.0,"-539,400",LOW,9CI,CapitaLandInvest (9CI),"Real Estate, Real Estate Services",3.27,SGD ,176733650.76
MFS Investment Management,Investment Advisor/Hedge Fund,31 May 2023,0.7754%,40344402.0,"485,500",LOW,9CI,CapitaLandInvest (9CI),"Real Estate, Real Estate Services",3.27,SGD ,131926194.54
Norges Bank Investment Management (NBIM),Sovereign Wealth Fund,31 Dec 2022,0.7654%,39823337.0,"-3,560,031",LOW,9CI,CapitaLandInvest (9CI),"Real Estate, Real Estate Services",3.27,SGD ,130222311.99
Ang (Kok Tian),Individual Investor,22 Jun 2023,13.4280%,88214300.0,0,LOW,A04,ASL Marine (A04/ASLM.SI),"Industrial Goods, Shipbuilding",0.053,SGD ,4675357.899999999
Ang (Kok Eng),Individual Investor,22 Jun 2023,11.2337%,73799100.0,0,LOW,A04,ASL Marine (A04/ASLM.SI),"Industrial Goods, Shipbuilding",0.053,SGD ,3911352.3
Ang (Kok Leong),Individual Investor,22 Jun 2023,11.0880%,72841500.0,0,LOW,A04,ASL Marine (A04/ASLM.SI),"Industrial Goods, Shipbuilding",0.053,SGD ,3860599.5
Ang (Sin Liu),Individual Investor,22 Jun 2023,8.9919%,59071650.0,0,LOW,A04,ASL Marine (A04/ASLM.SI),"Industrial Goods, Shipbuilding",0.053,SGD ,3130797.4499999997
Fidelity Management &amp; Research Company LLC,Investment Advisor,07 Jun 2023,6.9986%,45976590.0,"-7,746,823",LOW,A04,ASL Marine (A04/ASLM.SI),"Industrial Goods, Shipbuilding",0.053,SGD ,2436759.27
Cheong (Sae Peng Simon),Individual Investor,22 Aug 2022,53.9483%,219112839.0,0,-,A05,AVJennings A$ (A05/AVJ.AX),"Real Estate, Real Estate Development & Operations",0.5,AUD ,109556419.5
Brazil Farming Pty. Ltd.,Corporation,22 Aug 2022,4.2310%,17184527.0,"19,294",LOW,A05,AVJennings A$ (A05/AVJ.AX),"Real Estate, Real Estate Development & Operations",0.5,AUD ,8592263.5
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,30 Apr 2023,1.7737%,7204082.0,0,LOW,A05,AVJennings A$ (A05/AVJ.AX),"Real Estate, Real Estate Development & Operations",0.5,AUD ,3602041.0
Gillcorp Pty. Ltd.,Corporation,22 Aug 2022,1.5617%,6343003.0,0,-,A05,AVJennings A$ (A05/AVJ.AX),"Real Estate, Real Estate Development & Operations",0.5,AUD ,3171501.5
John E Gill Operations Pty. Ltd.,Corporation,22 Aug 2022,1.3810%,5609105.0,0,-,A05,AVJennings A$ (A05/AVJ.AX),"Real Estate, Real Estate Development & Operations",0.5,AUD ,2804552.5
